Id;RowState;InsDate;InsUserId;UpdDate;UpdUserId;BrandId;Descr;ExtendedDescr;ProductTypeId;TyTypeId;TySeasonId;TyManufactureTypeId;WhSpokes;WhManufactureTypeId;WhManufacturePieces
80;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;74;(DN14/50) DADO M14X1,50 CONICO CH 19;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
81;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;74;(DO14/50) BULLONE M14X1,50 CONICO CH 19;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
82;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;1;(T5 3,5T) 03.04-08.15  (T6) 09.15-;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
83;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;1;(U64 Llkw) Expert / Citroen Jumpy;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
84;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;2;02100L;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
85;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;1;1 - Serie;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
86;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;1;1 - Serie (2011-);NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
87;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;1;1 - Serie (2014-) Tpms;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
88;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;1;1 - Serie (2014-) Tpms 2 - Serie(2014-);NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
89;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;1;1 - Serie (My08);NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
90;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;1;1 - Serie/Cabrio/Coupe;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
91;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;1;1 (2011-);NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
92;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;67;10 B1;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
